dev,iast,roman,count,top_sources,gotra_context
नूनूदाय मलंगिया कुजौली,nūnūdāy mlṃgiyā kujaulī,nunuday mlmgiya kujauli,2,punji-07-Diwali2014.doc,Kṛṣṇātreya
नूनूदाय रखवारी हरिअम,nūnūdāy rkhvārī hriam,nunuday rkhvari hriam,2,punji-07-Diwali2014.doc,Kapila
नूनूनाथः झौवा अलय,nūnūnāthḥ jhauvā aly,nununathh jhauva aly,2,punji-05-Diwali2014.doc,
नूनूलाल कटाई,nūnūlāl kṭāī,nunulal ktai,2,punji-08-Diwali2014.doc,Kapila
नूनूलाल करमहा,nūnūlāl krmhā,nunulal krmha,2,punji-02-Diwali2014.doc,
नूनूलाल दौ सकराढी,nūnūlāl dau skrāḍhī,nunulal dau skradhi,2,punji-05-Diwali2014.doc,
नूनूलाल सुंदर सोदरपुर,nūnūlāl suṃdr sodrpur,nunulal sumdr sodrpur,2,punji-02-Diwali2014.doc,
नूनूलालः अलय,nūnūlālḥ aly,nunulalh aly,2,punji-05-Diwali2014.doc,
नूनूलालः करमहा,nūnūlālḥ krmhā,nunulalh krmha,2,punji-04-Diwali2014.doc,
नूनूलालः ततैल सकराढी,nūnūlālḥ ttail skrāḍhī,nunulalh ttail skradhi,2,punji-08-Diwali2014.doc,Kapila
नूनूलालः मझियाम करमहा,nūnūlālḥ mjhiyām krmhā,nunulalh mjhiyam krmha,2,punji-07-Diwali2014.doc,Kapila
नूनूलालः माण्डर,nūnūlālḥ māṇḍr,nunulalh mandr,2,punji-03-Diwali2014.doc,
नूनूलालाः सन्दहपुर दिधोय,nūnūlālāḥ sndhpur didhoy,nunulalah sndhpur didhoy,2,punji-03-Diwali2014.doc,
नूनूलालो परियाम्ब बुधवाल,nūnūlālo priyāmb budhvāl,nunulalo priyamb budhval,2,punji-02-Diwali2014.doc,
नृपतेश्वर करमहा,nṛpteśvr krmhā,nrptesvr krmha,2,Final_348-690.doc,
ने करो वलियास,ne kro vliyās,ne kro vliyas,2,Vol-3Final03-a(1).doc,
नेंगडूकः रतौली दरिहरा,neṃgḍūkḥ rtaulī drihrā,nemgdukh rtauli drihra,2,punji-04-Diwali2014.doc,
नेंगरूका सरिसव सोदरपुर,neṃgrūkā srisv sodrpur,nemgruka srisv sodrpur,2,punji-06-Diwali2014.doc,Śāṇḍilya
नेंङडूकः दिगौन जजिवाल,neṃṅḍūkḥ digaun jjivāl,nemndukh digaun jjival,2,punji-07-Diwali2014.doc,Kapila
नेंङडूकः सतलखा,neṃṅḍūkḥ stlkhā,nemndukh stlkha,2,punji-05-Diwali2014.doc,
नेंङडूकाः नान्यपुर अलय,neṃṅḍūkāḥ nānypur aly,nemndukah nanypur aly,2,punji-05-Diwali2014.doc,
नेंङडूकाः रैयाम सोदरपुर,neṃṅḍūkāḥ raiyām sodrpur,nemndukah raiyam sodrpur,2,punji-05-Diwali2014.doc,
नेंनन पाली,neṃnn pālī,nemnn pali,2,Final_348-690.doc,
नेतृत्व मे मिथिला,netṛtv me mithilā,netrtv me mithila,2,punji-07-Diwali2014.doc,Kapila
नेत्रनाथ इन्दुनाथा खण्डबला,netrnāth indunāthā khṇḍblā,netrnath indunatha khndbla,2,Final_348-690.doc,
नेत्रनाथौ सिमरवाड़ खौआल,netrnāthau simrvāḍ़ khauāl,netrnathau simrvad khaual,2,Final_348-690.doc,
नेत्रानन्द खण्डबला,netrānnd khṇḍblā,netrannd khndbla,2,Final_66-347.doc,
नेदन कनसम माण्डर,nedn knsm māṇḍr,nedn knsm mandr,2,punji-07-Diwali2014.doc,Taṇḍī
नेन मणिका बलियास,nen mṇikā bliyās,nen mnika bliyas,2,Final_348-690.doc,Vatsa
नेनन दौ पाली,nenn dau pālī,nenn dau pali,2,Vol-3Final03-b(1).doc,
नेनन दौ सतलखा,nenn dau stlkhā,nenn dau stlkha,2,punji-04-Diwali2014.doc,Vatsa
नेनन नित्यानन्दो पवौली,nenn nityānndo pvaulī,nenn nityanndo pvauli,2,punji-04-Diwali2014.doc,
नेननू एकहरा,nennū ekhrā,nennu ekhra,2,Final_348-690.doc,
नेननू को एकहरा,nennū ko ekhrā,nennu ko ekhra,2,Vol-3Final03-a(1).doc,
नेननू सोदरपुर,nennū sodrpur,nennu sodrpur,2,Vol-3Final03-a(1).doc,
नेननो जजिवाल,nenno jjivāl,nenno jjival,2,Final_348-690.doc,
नेनमनि दौ खण्डवला,nenmni dau khṇḍvlā,nenmni dau khndvla,2,punji-05-Diwali2014.doc,
नेना करमहा,nenā krmhā,nena krmha,2,Vol-3Final03-d(1).doc,
नेना कलरो दरिहरा,nenā klro drihrā,nena klro drihra,2,Vol-3Final03-a(1).doc,
नेना घुसौत,nenā ghusaut,nena ghusaut,2,Vol-3Final03-d(1).doc,
नेना जजिवाल,nenā jjivāl,nena jjival,2,Vol-3Final03-a(1).doc,
नेना झोटना खौआल,nenā jhoṭnā khauāl,nena jhotna khaual,2,punji-04-Diwali2014.doc,
नेना दरिहरा,nenā drihrā,nena drihra,2,Final_348-690.doc,
नेना दौ,nenā dau,nena dau,2,Vol-3Final03-d(1).doc,
नेना दौ कुजौली,nenā dau kujaulī,nena dau kujauli,2,Vol-3Final03-d(1).doc,
नेना दौ जालय,nenā dau jāly,nena dau jaly,2,punji-04-Diwali2014.doc,Vatsa
नेना दौ दिघो,nenā dau digho,nena dau digho,2,Vol-3Final03-a(1).doc,
नेना दौ सरिसव,nenā dau srisv,nena dau srisv,2,punji-03-Diwali2014.doc,
नेना बेलउँच,nenā belum̐c,nena belumc,2,Final_348-690.doc,
नेना मथुरानाथौ सकराढी,nenā mthurānāthau skrāḍhī,nena mthuranathau skradhi,2,punji-03-Diwali2014.doc,
नेना मुनीको पाली,nenā munīko pālī,nena muniko pali,2,Vol-3Final03-e(1).doc,
नेना सरिसब,nenā srisb,nena srisb,2,Vol-3Final03-d(1).doc,
नेनाकः बेलसाम बुधवाल,nenākḥ belsām budhvāl,nenakh belsam budhval,2,punji-02-Diwali2014.doc,Śāṇḍilya
नेनाकः मधुकरपट्टो दरिहरा,nenākḥ mdhukrpṭṭo drihrā,nenakh mdhukrptto drihra,2,punji-07-Diwali2014.doc,Kāśyapa
नेनाकः सन्दहपुर दिघो,nenākḥ sndhpur digho,nenakh sndhpur digho,2,punji-07-Diwali2014.doc,Kapila
नेनाकः सोदरपुर,nenākḥ sodrpur,nenakh sodrpur,2,punji-05-Diwali2014.doc,
नेनाका कन्होली सोदरपुर,nenākā knholī sodrpur,nenaka knholi sodrpur,2,Final_66-347.doc,
नेनाको पबौली,nenāko pbaulī,nenako pbauli,2,Final_348-690.doc,
नेनाकौ कनसम माण्डर,nenākau knsm māṇḍr,nenakau knsm mandr,2,punji-07-Diwali2014.doc,Kāśyapa
नेनाकौ पवौली,nenākau pvaulī,nenakau pvauli,2,punji-06-Diwali2014.doc,Śāṇḍilya
नेनाकौ पाली,nenākau pālī,nenakau pali,2,Final_348-690.doc,
नेनाकौ राजनपुरा दरिहरा,nenākau rājnpurā drihrā,nenakau rajnpura drihra,2,punji-08-Diwali2014.doc,Kapila
नेनाकौ सतैढ कुजौली,nenākau staiḍh kujaulī,nenakau staidh kujauli,2,punji-05-Diwali2014.doc,
नेनाकौ सोदरपुर,nenākau sodrpur,nenakau sodrpur,2,Vol-3Final03-d(1).doc,
नेनादत्ताः सुदय बेलउँच,nenādttāḥ sudy belum̐c,nenadttah sudy belumc,2,punji-07-Diwali2014.doc,Taṇḍī
नेनाभौलीकौ करमहा,nenābhaulīkau krmhā,nenabhaulikau krmha,2,Vol-3Final03-a(1).doc,
नेनू पदूमो हरिअम्ब,nenū pdūmo hriamb,nenu pdumo hriamb,2,Final_348-690.doc,
नेनूक पाली,nenūk pālī,nenuk pali,2,Vol-3Final03-c(1).doc,
नेनौ कन्होली एकहरा,nenau knholī ekhrā,nenau knholi ekhra,2,punji-05-Diwali2014.doc,
नेन्दाकः हरडी खण्डवला,nendākḥ hrḍī khṇḍvlā,nendakh hrdi khndvla,2,punji-05-Diwali2014.doc,
नेपडावासी उदनपुर जजिवाल,nepḍāvāsī udnpur jjivāl,nepdavasi udnpur jjival,2,punji-02-Diwali2014.doc,
नेया दौ सोदरपुर,neyā dau sodrpur,neya dau sodrpur,2,Vol-3Final03-a(1).doc,
नेयाम सुरगन,neyām surgn,neyam surgn,2,Final_1-65.doc,Vatsa
नेवालाल दौ पवौली,nevālāl dau pvaulī,nevalal dau pvauli,2,punji-06-Diwali2014.doc,Śāṇḍilya
नेहनाथ दौ पाली,nehnāth dau pālī,nehnath dau pali,2,punji-06-Diwali2014.doc,
नेहनाथ पाली,nehnāth pālī,nehnath pali,2,Final_348-690.doc,
नेहनाथो ददरी पनिचोभ,nehnātho ddrī pnicobh,nehnatho ddri pnicobh,2,Vol-3Final03-a(1).doc,
नेहरा वासी अल्लारि,nehrā vāsī allāri,nehra vasi allari,2,punji-05-Diwali2014.doc,
नेहवती रखवारी हरिअम,nehvtī rkhvārī hriam,nehvti rkhvari hriam,2,punji-03-Diwali2014.doc,
नेहाल दौ कटाई,nehāl dau kṭāī,nehal dau ktai,2,punji-03-Diwali2014.doc,
नेहाल दौ वुधवाल,nehāl dau vudhvāl,nehal dau vudhval,2,Final_348-690.doc,
नेहाल पिराड़ीको एकहरा,nehāl pirāḍ़īko ekhrā,nehal pirad iko ekhra,2,Vol-3Final03-a(1).doc,
नेहाल वलियास,nehāl vliyās,nehal vliyas,2,Final_348-690.doc,
नेहाल शुकदेवो जालय,nehāl śukdevo jāly,nehal sukdevo jaly,2,punji-02-Diwali2014.doc,
नेहाल सुकदेवो जालय,nehāl sukdevo jāly,nehal sukdevo jaly,2,punji-04-Diwali2014.doc,Vatsa
नेहाल हनुमानदत्तो पाली,nehāl hnumāndtto pālī,nehal hnumandtto pali,2,Vol-3Final03-c(1).doc,
नेहालः एकहरा,nehālḥ ekhrā,nehalh ekhra,2,punji-08-Diwali2014.doc,Kapila
नेहालः तिलई,nehālḥ tilī,nehalh tili,2,punji-03-Diwali2014.doc,
नेहालपट्टी,nehālpṭṭī,nehalptti,2,punji-07-Diwali2014.doc,Kapila
नेहालाः मझौरा करमहा,nehālāḥ mjhaurā krmhā,nehalah mjhaura krmha,2,punji-07-Diwali2014.doc,Kāśyapa
नेहालो धनौजी कुसम्बाल,nehālo dhnaujī kusmbāl,nehalo dhnauji kusmbal,2,punji-03-Diwali2014.doc,
नेहालौ नाहस खौआल,nehālau nāhs khauāl,nehalau nahs khaual,2,Final_348-690.doc,
नैनन सोनेका अलय,nainn sonekā aly,nainn soneka aly,2,Vol-3Final03-e(1).doc,
नैष्ठिक जगमोहनौ माण्डर,naiṣṭhik jgmohnau māṇḍr,naisthik jgmohnau mandr,2,punji-07-Diwali2014.doc,Kapila
नोखलाल दौ करमहा,nokhlāl dau krmhā,nokhlal dau krmha,2,punji-04-Diwali2014.doc,Vatsa
नोखेलाल जजिवाल,nokhelāl jjivāl,nokhelal jjival,2,punji-02-Diwali2014.doc,
नोखेलाल दौ करमहा,nokhelāl dau krmhā,nokhelal dau krmha,2,punji-03-Diwali2014.doc,
नोखेलाल दौ खण्डवला,nokhelāl dau khṇḍvlā,nokhelal dau khndvla,2,punji-04-Diwali2014.doc,Vatsa
नोखेलाल दौ तिसउँत,nokhelāl dau tisum̐t,nokhelal dau tisumt,2,punji-06-Diwali2014.doc,Śāṇḍilya
नोखेलाल दौ निखूति,nokhelāl dau nikhūti,nokhelal dau nikhuti,2,punji-05-Diwali2014.doc,
नोखेलाल दौ माण्डर,nokhelāl dau māṇḍr,nokhelal dau mandr,2,punji-05-Diwali2014.doc,
नोखेलालः नेयाम कुजौली,nokhelālḥ neyām kujaulī,nokhelalh neyam kujauli,2,punji-05-Diwali2014.doc,
नोखेलालः मलंगिया कुजौली,nokhelālḥ mlṃgiyā kujaulī,nokhelalh mlmgiya kujauli,2,punji-04-Diwali2014.doc,Vatsa
नोखेलाला कटमा हरिअम,nokhelālā kṭmā hriam,nokhelala ktma hriam,2,punji-04-Diwali2014.doc,Vatsa
नोखेलाला जगतपुर माण्डर,nokhelālā jgtpur māṇḍr,nokhelala jgtpur mandr,2,punji-07-Diwali2014.doc,Vasiṣṭha
नोखेलालाः नगवाड घोसोत,nokhelālāḥ ngvāḍ ghosot,nokhelalah ngvad ghosot,2,punji-08-Diwali2014.doc,Kapila
नोखेलालाः सहश्राम दरिहरा,nokhelālāḥ shśrām drihrā,nokhelalah shsram drihra,2,punji-07-Diwali2014.doc,Kapila
नोनगडा,nongḍā,nongda,2,punji-02-Diwali2014.doc,
नोनगडा नडुआर करमहा,nongḍā nḍuār krmhā,nongda nduar krmha,2,punji-05-Diwali2014.doc,
नोनगडा परियाम बुधवाल,nongḍā priyām budhvāl,nongda priyam budhval,2,punji-02-Diwali2014.doc,
नोनगडा परियाम्ब बुधवाल,nongḍā priyāmb budhvāl,nongda priyamb budhval,2,punji-02-Diwali2014.doc,
नोनगडा बेलउँच,nongḍā belum̐c,nongda belumc,2,punji-04-Diwali2014.doc,
नोनगडा वासी पनिचोभ,nongḍā vāsī pnicobh,nongda vasi pnicobh,2,punji-07-Diwali2014.doc,Kāśyapa
नोनगडा वासी विस्फी,nongḍā vāsī visphī,nongda vasi visphi,2,punji-04-Diwali2014.doc,Vatsa
नोनगडावासी ओझोलि बेलउँच,nongḍāvāsī ojholi belum̐c,nongdavasi ojholi belumc,2,punji-04-Diwali2014.doc,
नोनगडावासी नडुआर करमहा,nongḍāvāsī nḍuār krmhā,nongdavasi nduar krmha,2,punji-04-Diwali2014.doc,Vatsa
नोनगडावासी परियाम्ब बुधवाल,nongḍāvāsī priyāmb budhvāl,nongdavasi priyamb budhval,2,punji-04-Diwali2014.doc,Vatsa
नोनगडावासी शिरी बुधवाल,nongḍāvāsī śirī budhvāl,nongdavasi siri budhval,2,punji-04-Diwali2014.doc,
नोनगडावासी सीरी बुधवाल,nongḍāvāsī sīrī budhvāl,nongdavasi siri budhval,2,punji-04-Diwali2014.doc,Vatsa
नोनी आहिल खौआल,nonī āhil khauāl,noni ahil khaual,2,punji-03-Diwali2014.doc,
नोनू को पाली,nonū ko pālī,nonu ko pali,2,Vol-3Final03-d(1).doc,
नोनू दौ करमहा,nonū dau krmhā,nonu dau krmha,2,punji-06-Diwali2014.doc,
नोने ओहरि अलय,none ohri aly,none ohri aly,2,Final_1-65.doc,Vatsa
नोने को खण्डबला,none ko khṇḍblā,none ko khndbla,2,Final_1-65.doc,Vatsa
नोने कोने नरउन,none kone nrun,none kone nrun,2,Final_1-65.doc,Vatsa
नोने गंगोर,none gṃgor,none gmgor,2,Final_1-65.doc,Vatsa
नोने दौ दरिहरा,none dau drihrā,none dau drihra,2,Final_66-347.doc,
नोने दौ पबौली,none dau pbaulī,none dau pbauli,2,Final_66-347.doc,
नोने दौ पाली,none dau pālī,none dau pali,2,Final_1-65.doc,Vatsa
नोने दौ बहेराढ़ी,none dau bherāḍh़ī,none dau bheradh i,2,Final_348-690.doc,
नोने दौ बेलउँच,none dau belum̐c,none dau belumc,2,Final_348-690.doc,
नोने दौ राउढ़,none dau rāuḍh़,none dau raudh,2,Final_66-347.doc,
नोने दौ हरिअम,none dau hriam,none dau hriam,2,Final_1-65.doc,Vatsa
नोने द्दौ कलिगाम,none ddau kligām,none ddau kligam,2,Final_66-347.doc,
नोने फनन्दह,none phnndh,none phnndh,2,Final_1-65.doc,Vatsa
नोने मतिकराः सतलखा,none mtikrāḥ stlkhā,none mtikrah stlkha,2,punji-06-Diwali2014.doc,
नोने मालिछ,none mālich,none malich,2,Final_1-65.doc,Vatsa
नोने वभनियाम,none vbhniyām,none vbhniyam,2,Final_1-65.doc,Vatsa
नोने वलियास,none vliyās,none vliyas,2,Final_348-690.doc,
नोने वेणी सोदरपुर,none veṇī sodrpur,none veni sodrpur,2,punji-08-Diwali2014.doc,Kapila
नोने श्रीनाथो करमहा,none śrīnātho krmhā,none srinatho krmha,2,Vol-3Final03-e(1).doc,
नोने सोनेका सरिसब,none sonekā srisb,none soneka srisb,2,Final_348-690.doc,
नोनेकः बलियास,nonekḥ bliyās,nonekh bliyas,2,punji-04-Diwali2014.doc,
